Degree,C,Training Data Validation,Testing Data Validation
3,1,0.6378600823045267,0.5390946502057613
3,10,0.6419753086419753,0.522633744855967
3,100,0.6502057613168725,0.49794238683127573
3,1000,0.6255144032921811,0.4897119341563786
